complaint_no,title,complaint_at,bin,owner,disposition,comments,disp_date,disp_code,disp_result,year
1485527,Visitor Prioritization - NYC Department of Buildings,,,,,,,,,
1595777,Visitor Prioritization - NYC Department of Buildings,,,,,,,,,
1468914,Visitor Prioritization - NYC Department of Buildings,,,,,,,,,
1630785,Visitor Prioritization - NYC Department of Buildings,,,,,,,,,
1360517,Visitor Prioritization - NYC Department of Buildings,,,,,,,,,
1481347,Visitor Prioritization - NYC Department of Buildings,,,,,,,,,
1511153,Visitor Prioritization - NYC Department of Buildings,,,,,,,,,
1488032,Visitor Prioritization - NYC Department of Buildings,,,,,,,,,
1461707,Visitor Prioritization - NYC Department of Buildings,,,,,,,,,
1511128,Visitor Prioritization - NYC Department of Buildings,,,,,,,,,
1479816,Visitor Prioritization - NYC Department of Buildings,,,,,,,,,
1724909,Visitor Prioritization - NYC Department of Buildings,,,,,,,,,
1477165,Visitor Prioritization - NYC Department of Buildings,,,,,,,,,
1596134,Visitor Prioritization - NYC Department of Buildings,,,,,,,,,
1647047,Visitor Prioritization - NYC Department of Buildings,,,,,,,,,
1483459,Visitor Prioritization - NYC Department of Buildings,,,,,,,,,
1630060,Visitor Prioritization - NYC Department of Buildings,,,,,,,,,
1650246,Visitor Prioritization - NYC Department of Buildings,,,,,,,,,
1087741,Visitor Prioritization - NYC Department of Buildings,,,,,,,,,
1462910,Visitor Prioritization - NYC Department of Buildings,,,,,,,,,
1512286,Visitor Prioritization - NYC Department of Buildings,,,,,,,,,
1511162,Visitor Prioritization - NYC Department of Buildings,,,,,,,,,
1595323,Visitor Prioritization - NYC Department of Buildings,,,,,,,,,
1595192,Visitor Prioritization - NYC Department of Buildings,,,,,,,,,
1512266,Visitor Prioritization - NYC Department of Buildings,,,,,,,,,
1288920,Visitor Prioritization - NYC Department of Buildings,,,,,,,,,
1547092,Visitor Prioritization - NYC Department of Buildings,,,,,,,,,
1094298,Visitor Prioritization - NYC Department of Buildings,,,,,,,,,
1512342,Visitor Prioritization - NYC Department of Buildings,,,,,,,,,
1472492,Visitor Prioritization - NYC Department of Buildings,,,,,,,,,
1082226,Visitor Prioritization - NYC Department of Buildings,,,,,,,,,
1670985,Visitor Prioritization - NYC Department of Buildings,,,,,,,,,
1511155,Visitor Prioritization - NYC Department of Buildings,,,,,,,,,
1513461,Visitor Prioritization - NYC Department of Buildings,,,,,,,,,
1261773,Visitor Prioritization - NYC Department of Buildings,,,,,,,,,
1671615,Visitor Prioritization - NYC Department of Buildings,,,,,,,,,
3961506,Visitor Prioritization - NYC Department of Buildings,,,,,,,,,
1462887,Visitor Prioritization - NYC Department of Buildings,,,,,,,,,
1288492,Visitor Prioritization - NYC Department of Buildings,,,,,,,,,
1451149,Visitor Prioritization - NYC Department of Buildings,,,,,,,,,
1347883,Visitor Prioritization - NYC Department of Buildings,,,,,,,,,
1550690,Visitor Prioritization - NYC Department of Buildings,,,,,,,,,
1725120,Visitor Prioritization - NYC Department of Buildings,,,,,,,,,
1699562,Visitor Prioritization - NYC Department of Buildings,,,,,,,,,
1511176,Visitor Prioritization - NYC Department of Buildings,,,,,,,,,
1470558,Visitor Prioritization - NYC Department of Buildings,,,,,,,,,
1680134,Visitor Prioritization - NYC Department of Buildings,,,,,,,,,
1480508,Visitor Prioritization - NYC Department of Buildings,,,,,,,,,
1677293,Visitor Prioritization - NYC Department of Buildings,,,,,,,,,
1515531,Visitor Prioritization - NYC Department of Buildings,,,,,,,,,
1643994,Visitor Prioritization - NYC Department of Buildings,,,,,,,,,
1515859,Visitor Prioritization - NYC Department of Buildings,,,,,,,,,
1643096,Visitor Prioritization - NYC Department of Buildings,,,,,,,,,
1467081,Visitor Prioritization - NYC Department of Buildings,,,,,,,,,
1641975,Visitor Prioritization - NYC Department of Buildings,,,,,,,,,
1629822,Visitor Prioritization - NYC Department of Buildings,,,,,,,,,
1463409,Visitor Prioritization - NYC Department of Buildings,,,,,,,,,
1707664,Visitor Prioritization - NYC Department of Buildings,,,,,,,,,
1592240,Visitor Prioritization - NYC Department of Buildings,,,,,,,,,
1472496,Visitor Prioritization - NYC Department of Buildings,,,,,,,,,
4776093,Visitor Prioritization - NYC Department of Buildings,,,,,,,,,
1665083,Visitor Prioritization - NYC Department of Buildings,,,,,,,,,
1610283,Visitor Prioritization - NYC Department of Buildings,,,,,,,,,
4819259,Visitor Prioritization - NYC Department of Buildings,,,,,,,,,
1672813,Visitor Prioritization - NYC Department of Buildings,,,,,,,,,
